,text,score
3283,in finland   op pohjola  s staff union is boycotting the group  s insurance sales tasks because the company has refused to take the sale of insurance into account in determining wages   ,-1.0
3284,merrill lynch analyst campbell morgan upgraded his recommendation on paperlinx from    neutral    to    buy    in may   ,1.0
3285, tsla closed up again   load dips   ride this one higher  ba  nclh  oas  idex  wkhs  dal  fcx  shll  z  tti  nflx  m  api   ,1.0
3286,ranbaxy laboratories  settlement takes away gains from lipitor launch,-1.0
3287,the price of raw material aluminium went up at the end of   but the company considers its outlook for favourable   ,1.0
3288,economic development in china is no longer taking place only on the east coast and in the shanghai area   vauramo says   ,0.0
3289,the payment of 779 million litas in interest on a long term loan provided by ragutis   majority shareholder   estonia  s a  le coq   also added to the losses   ,-1.0
3290,brokerages remain bearish on hul as growth challenges remain,-1.0
3291,the stena poseidon is a so called panamax tanker   designed to be able to pass through the narrow passages in the panama canal  s locks   ,0.0
3292,the transaction included also the transfer of the lease agreement concerning manufacturing premises and employment agreements related to these operations   ,0.0
3293,the rebuilds are designed to improve the machines   performance and product quality   ,1.0
3294,buyers waiting for better times ahead for banking stocks  deven choksey  kr choksey securities,-1.0
3295,in finland   the launch of tie in sales of 3g mobile phones did not cause a dramatic rush in mobile retail outlets during the first few days   ,0.0
3296,   the implementation of these programs has had   and will have   negative impacts on and earnings      mr meiklejohn said   ,-1.0
3297,earnings per share for the quarter were also higher year on year at 33 eur versus 27   and above market expectations of 28 eur   ,1.0
3298,finnish it solutions provider affecto oyj said today that it has won a frame contract   valued at some eur2m   to implement the next phase of its insurance application for south african mutual   federal insurance company limited m f   ,1.0
3299,td power to bag strong profits in the next years  girish pai  nirmal bang institutional equities,1.0
3300,the buyer is real estate owner propertos oy   but the companies have agreed not to disclose financial details of the deal   ,0.0
3301,this combined with foreign investments creates interesting opportunities for solteq   ,1.0
3302,airasia shares sink to year low on threat of suspension at indonesia unit,-1.0
3303,apart from nordea   also ergo is competing for the position among the top three pension funds providers in estonia   ,0.0
3304,bjp manifesto fails to lift street  sensex records triple digit cut,-1.0
3305,it s an area that is highly valued   because most of the land there has already been built on   ,0.0
3306,entire midcap it sector would underperform  hemang jani  sharekhan,-1.0
3307,the new policy was also aimed at making the companies more profitable and competitive   ,1.0
3308,teleste bk optiflex amplifier products will be used in ongoing capacity upgrade of kdg  s network to bi directionality   ,0.0
3309,the result will also be burdened by increased fixed costs associated with operations in china   and restructuring costs in japan   ,-1.0
3310,the contract includes design   construction   delivery of equipment   installation and commissioning   ,0.0
3311,operating loss totalled eur 2 mn   compared to a loss of eur 4 mn in the corresponding period in 2009   ,-1.0
3312,finnish cargotec  s kalmar   the business area providing container handling solutions   has been awarded an order for a further ten e one rubber tyred gantry rtg cranes from saigon newport company snp   in vietnam   ,1.0
3313,prior to the transaction   whose financial terms have not been disclosed   alma media owned   of kotikokki net   ,0.0
3314,finnish rautaruukki has been awarded a contract to supply and install steel superstructures for the partihallsf  rbindelsen bridge in gothenburg in sweden   ,1.0
3315,sluggish growth seen in auto ancillary space over next two quarters  jitendra sriram,-1.0
3316,most of the raw materials come from europe and the us and are paid in euros or us dollars   while sales take place in rubles   ,0.0
3317,finnish metal products company componenta oyj net profit went slightly down to 1 mln euro     2 mln   for the first half of from 4 mln euro     7 mln   for the same period of   ,-1.0
3318,it holds percent of outokumpu  s shares and voting rights   but in lawmakers gave it permission to reduce the stake to percent   ,0.0
3319,the company said that its investments in the new market areas resulted in sales increase in sweden   poland   russia and lithuania   ,1.0
3320,london  s leading shares today jumped almost points   or 7     as the market opened   ,1.0
3321,the full midnighttrader extended hours trading analysis and news service is available in real time through comtex   ,0.0
3322,bank  it stocks to underperform nifty in the short run  ashwani gujral,-1.0
3323,the shares carry a right to dividend and other shareholder rights as from their registration with the finnish trade register   ,0.0
3324,the company operates power plants in the tyumen and chelyabinsk regions and in the khanty mansi autonomous district   ,0.0
3325,with this acquisition panostaja oyj further expands its business area specialising in digital printing   ,1.0
3326,finnish sampo rosenlew manufactures approximately seven forest machines monthly   and about half of machines are exported   ,0.0
3327,high valuations keeping investors away from fmcg counters  deven choksey,-1.0
3328,the order values at eur 9 mn   and it consists of design services and hardware and software licences   ,0.0
3329, 56 trillion  despite spending billions to prop up currency  china has biggest foreign reserves,1.0
3330,in finland   the bank of   land reports its operating profit fell to eur 1 mn in the second quarter of from eur 5 mn in the second quarter of   ,-1.0
3331,operating profit fell to eur 2 mn from eur 5 mn in the third quarter of   ,-1.0
3332,aug      curbed delivered by newstex      and now   the latest from racked   covering shopping and retail from the sidewalks up   ,0.0
3333,the agreement must be approved by the russian competition authorities before it enters into force   ,0.0
3334,under the terms of the off take agreement with talvivaara   cameco will provide an up front investment   to a maximum of   million   to cover the construction cost of the uranium extraction circuit   ,1.0
3335,operating profit totaled eur 7 mn   up slightly from eur 2 mn in the corresponding period in   ,1.0
3336,theodosopoulos said tellabs could be of value to nokia siemens or nortel given its    leading supply status    with verizon   along with high growth products   ,1.0
3337, blph jumped  on friday  the next stock we see that might have triple digit potential is  novn   aytu  ino  opk  ibio  nnvc  mrna  gild  amrn   stocks  biotech  coronavirus  covid19  pennystocks  news  novn  blph https   t co fevkshniqp,1.0
